,responsibility_metric,responsibility_column,w_responsibility,capacity_metric,capacity_column,w_capacity,needs_metric,needs_column,w_needs,engagement_metric,engagement_column,w_engagement
RUN3065,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN_Index,0.3
RUN3066,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN_Index,0.2
RUN3067,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN_Index,0.1
RUN3068,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.3
RUN3069,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN_Index,0.2
RUN3070,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN_Index,0.1
RUN3071,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.5,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN3072,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.5,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN3073,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.6,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN3074,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.5
RUN3075,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN_Index,0.4
RUN3076,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN_Index,0.3
RUN3077,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN_Index,0.2
RUN3078,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.5,UN Multilateral Engagement Score,UN_Index,0.1
RUN3079,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.4
RUN3080,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN_Index,0.3
RUN3081,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN_Index,0.2
RUN3082,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN_Index,0.1
RUN3083,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.3
RUN3084,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN_Index,0.2
RUN3085,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN_Index,0.1
RUN3086,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN3087,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN3088,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.5,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN3089,Cumulative Emissions per capita,GHG_pc_2024,0.4,Gross National Income,GNI,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.4
RUN3090,Cumulative Emissions per capita,GHG_pc_2024,0.4,Gross National Income,GNI,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN_Index,0.3
RUN3091,Cumulative Emissions per capita,GHG_pc_2024,0.4,Gross National Income,GNI,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN_Index,0.2
RUN3092,Cumulative Emissions per capita,GHG_pc_2024,0.4,Gross National Income,GNI,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN_Index,0.1
RUN3093,Cumulative Emissions per capita,GHG_pc_2024,0.4,Gross National Income,GNI,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.3
RUN3094,Cumulative Emissions per capita,GHG_pc_2024,0.4,Gross National Income,GNI,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN_Index,0.2
RUN3095,Cumulative Emissions per capita,GHG_pc_2024,0.4,Gross National Income,GNI,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN_Index,0.1
RUN3096,Cumulative Emissions per capita,GHG_pc_2024,0.4,Gross National Income,GNI,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN3097,Cumulative Emissions per capita,GHG_pc_2024,0.4,Gross National Income,GNI,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN3098,Cumulative Emissions per capita,GHG_pc_2024,0.4,Gross National Income,GNI,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN3099,Cumulative Emissions per capita,GHG_pc_2024,0.5,Gross National Income,GNI,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.3
RUN3100,Cumulative Emissions per capita,GHG_pc_2024,0.5,Gross National Income,GNI,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN_Index,0.2
RUN3101,Cumulative Emissions per capita,GHG_pc_2024,0.5,Gross National Income,GNI,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN_Index,0.1
RUN3102,Cumulative Emissions per capita,GHG_pc_2024,0.5,Gross National Income,GNI,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN3103,Cumulative Emissions per capita,GHG_pc_2024,0.5,Gross National Income,GNI,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN3104,Cumulative Emissions per capita,GHG_pc_2024,0.5,Gross National Income,GNI,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN3105,Cumulative Emissions per capita,GHG_pc_2024,0.6,Gross National Income,GNI,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN3106,Cumulative Emissions per capita,GHG_pc_2024,0.6,Gross National Income,GNI,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN3107,Cumulative Emissions per capita,GHG_pc_2024,0.6,Gross National Income,GNI,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN3108,Cumulative Emissions per capita,GHG_pc_2024,0.7,Gross National Income,GNI,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN3109,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.7
RUN3110,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.6
RUN3111,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.5
RUN3112,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.1,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.4
RUN3113,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.1,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN_Index,0.3
RUN3114,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.1,Physical Climate Risk (EIB),EIB_PR,0.6,UN Multilateral Engagement Score,UN_Index,0.2
RUN3115,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.1,Physical Climate Risk (EIB),EIB_PR,0.7,UN Multilateral Engagement Score,UN_Index,0.1
RUN3116,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.6
RUN3117,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.5
RUN3118,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.2,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.4
RUN3119,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.2,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.3
RUN3120,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.2,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN_Index,0.2
RUN3121,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.2,Physical Climate Risk (EIB),EIB_PR,0.6,UN Multilateral Engagement Score,UN_Index,0.1
RUN3122,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.5
RUN3123,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.3,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.4
RUN3124,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.3,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.3
RUN3125,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.3,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.2
RUN3126,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.3,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN_Index,0.1
RUN3127,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.4,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.4
RUN3128,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.4,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.3
RUN3129,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.4,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.2
RUN3130,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.4,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.1
RUN3131,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.5,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.3
RUN3132,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.5,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.2
RUN3133,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.5,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.1
RUN3134,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.6,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN3135,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.6,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN3136,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.7,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN3137,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.6
RUN3138,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.5
RUN3139,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.4
RUN3140,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.1,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.3
RUN3141,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.1,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN_Index,0.2
RUN3142,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.1,Physical Climate Risk (EIB),EIB_PR,0.6,UN Multilateral Engagement Score,UN_Index,0.1
RUN3143,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.5
RUN3144,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.4
RUN3145,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.2,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.3
RUN3146,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.2,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.2
RUN3147,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.2,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN_Index,0.1
RUN3148,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.4
RUN3149,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.3,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.3
RUN3150,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.3,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.2
RUN3151,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.3,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.1
RUN3152,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.4,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.3
RUN3153,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.4,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.2
RUN3154,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.4,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.1
RUN3155,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.5,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN3156,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.5,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN3157,Cumulative Emissions per capita,GHG_pc_2024,0.2,Gross National Income,GNI,0.6,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN3158,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.5
RUN3159,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.4
RUN3160,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.3
RUN3161,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.1,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.2
RUN3162,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.1,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN_Index,0.1
RUN3163,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.4
RUN3164,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.3
RUN3165,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.2,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.2
RUN3166,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.2,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.1
RUN3167,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.3
RUN3168,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.3,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.2
RUN3169,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.3,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.1
RUN3170,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.4,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN3171,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.4,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN3172,Cumulative Emissions per capita,GHG_pc_2024,0.3,Gross National Income,GNI,0.5,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN3173,Cumulative Emissions per capita,GHG_pc_2024,0.4,Gross National Income,GNI,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.4
RUN3174,Cumulative Emissions per capita,GHG_pc_2024,0.4,Gross National Income,GNI,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.3
RUN3175,Cumulative Emissions per capita,GHG_pc_2024,0.4,Gross National Income,GNI,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.2
RUN3176,Cumulative Emissions per capita,GHG_pc_2024,0.4,Gross National Income,GNI,0.1,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.1
RUN3177,Cumulative Emissions per capita,GHG_pc_2024,0.4,Gross National Income,GNI,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.3
RUN3178,Cumulative Emissions per capita,GHG_pc_2024,0.4,Gross National Income,GNI,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.2
RUN3179,Cumulative Emissions per capita,GHG_pc_2024,0.4,Gross National Income,GNI,0.2,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.1
RUN3180,Cumulative Emissions per capita,GHG_pc_2024,0.4,Gross National Income,GNI,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN3181,Cumulative Emissions per capita,GHG_pc_2024,0.4,Gross National Income,GNI,0.3,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN3182,Cumulative Emissions per capita,GHG_pc_2024,0.4,Gross National Income,GNI,0.4,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN3183,Cumulative Emissions per capita,GHG_pc_2024,0.5,Gross National Income,GNI,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.3
RUN3184,Cumulative Emissions per capita,GHG_pc_2024,0.5,Gross National Income,GNI,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.2
RUN3185,Cumulative Emissions per capita,GHG_pc_2024,0.5,Gross National Income,GNI,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.1
RUN3186,Cumulative Emissions per capita,GHG_pc_2024,0.5,Gross National Income,GNI,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN3187,Cumulative Emissions per capita,GHG_pc_2024,0.5,Gross National Income,GNI,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN3188,Cumulative Emissions per capita,GHG_pc_2024,0.5,Gross National Income,GNI,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN3189,Cumulative Emissions per capita,GHG_pc_2024,0.6,Gross National Income,GNI,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN3190,Cumulative Emissions per capita,GHG_pc_2024,0.6,Gross National Income,GNI,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN3191,Cumulative Emissions per capita,GHG_pc_2024,0.6,Gross National Income,GNI,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN3192,Cumulative Emissions per capita,GHG_pc_2024,0.7,Gross National Income,GNI,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN3193,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.1,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.7
RUN3194,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.1,Transition Climate Risk (EIB),EIB_TR,0.2,UN Multilateral Engagement Score,UN_Index,0.6
RUN3195,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.1,Transition Climate Risk (EIB),EIB_TR,0.3,UN Multilateral Engagement Score,UN_Index,0.5
RUN3196,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.1,Transition Climate Risk (EIB),EIB_TR,0.4,UN Multilateral Engagement Score,UN_Index,0.4
RUN3197,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.1,Transition Climate Risk (EIB),EIB_TR,0.5,UN Multilateral Engagement Score,UN_Index,0.3
RUN3198,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.1,Transition Climate Risk (EIB),EIB_TR,0.6,UN Multilateral Engagement Score,UN_Index,0.2
RUN3199,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.1,Transition Climate Risk (EIB),EIB_TR,0.7,UN Multilateral Engagement Score,UN_Index,0.1
RUN3200,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.2,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.6
RUN3201,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.2,Transition Climate Risk (EIB),EIB_TR,0.2,UN Multilateral Engagement Score,UN_Index,0.5
RUN3202,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.2,Transition Climate Risk (EIB),EIB_TR,0.3,UN Multilateral Engagement Score,UN_Index,0.4
RUN3203,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.2,Transition Climate Risk (EIB),EIB_TR,0.4,UN Multilateral Engagement Score,UN_Index,0.3
RUN3204,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.2,Transition Climate Risk (EIB),EIB_TR,0.5,UN Multilateral Engagement Score,UN_Index,0.2
RUN3205,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.2,Transition Climate Risk (EIB),EIB_TR,0.6,UN Multilateral Engagement Score,UN_Index,0.1
RUN3206,Cumulative Emissions per capita,GHG_pc_2024,0.1,Gross National Income,GNI,0.3,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.5
