,responsibility_metric,responsibility_column,w_responsibility,capacity_metric,capacity_column,w_capacity,needs_metric,needs_column,w_needs,engagement_metric,engagement_column,w_engagement
RUN1224,Cumulative Emissions per capita,GHG_historical_pc,0.2,Gross National Income minus debt,GNI_debt_avg,0.5,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN1225,Cumulative Emissions per capita,GHG_historical_pc,0.2,Gross National Income minus debt,GNI_debt_avg,0.6,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN1226,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.5
RUN1227,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.4
RUN1228,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.3
RUN1229,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.2
RUN1230,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.5,UN Multilateral Engagement Score,UN Index,0.1
RUN1231,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.4
RUN1232,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.3
RUN1233,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.2
RUN1234,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.1
RUN1235,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN1236,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN1237,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN1238,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN1239,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN1240,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.5,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN1241,Cumulative Emissions per capita,GHG_historical_pc,0.4,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.4
RUN1242,Cumulative Emissions per capita,GHG_historical_pc,0.4,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.3
RUN1243,Cumulative Emissions per capita,GHG_historical_pc,0.4,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.2
RUN1244,Cumulative Emissions per capita,GHG_historical_pc,0.4,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.1
RUN1245,Cumulative Emissions per capita,GHG_historical_pc,0.4,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN1246,Cumulative Emissions per capita,GHG_historical_pc,0.4,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN1247,Cumulative Emissions per capita,GHG_historical_pc,0.4,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN1248,Cumulative Emissions per capita,GHG_historical_pc,0.4,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN1249,Cumulative Emissions per capita,GHG_historical_pc,0.4,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN1250,Cumulative Emissions per capita,GHG_historical_pc,0.4,Gross National Income minus debt,GNI_debt_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN1251,Cumulative Emissions per capita,GHG_historical_pc,0.5,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN1252,Cumulative Emissions per capita,GHG_historical_pc,0.5,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN1253,Cumulative Emissions per capita,GHG_historical_pc,0.5,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN1254,Cumulative Emissions per capita,GHG_historical_pc,0.5,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN1255,Cumulative Emissions per capita,GHG_historical_pc,0.5,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN1256,Cumulative Emissions per capita,GHG_historical_pc,0.5,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN1257,Cumulative Emissions per capita,GHG_historical_pc,0.6,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN1258,Cumulative Emissions per capita,GHG_historical_pc,0.6,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN1259,Cumulative Emissions per capita,GHG_historical_pc,0.6,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN1260,Cumulative Emissions per capita,GHG_historical_pc,0.7,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN1261,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.7
RUN1262,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.6
RUN1263,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.5
RUN1264,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.4
RUN1265,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN Index,0.3
RUN1266,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.6,UN Multilateral Engagement Score,UN Index,0.2
RUN1267,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.7,UN Multilateral Engagement Score,UN Index,0.1
RUN1268,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.6
RUN1269,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.5
RUN1270,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.4
RUN1271,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.3
RUN1272,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN Index,0.2
RUN1273,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.6,UN Multilateral Engagement Score,UN Index,0.1
RUN1274,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.5
RUN1275,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.4
RUN1276,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.3
RUN1277,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.2
RUN1278,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN Index,0.1
RUN1279,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income minus debt,GNI_debt_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.4
RUN1280,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income minus debt,GNI_debt_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.3
RUN1281,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income minus debt,GNI_debt_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.2
RUN1282,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income minus debt,GNI_debt_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.1
RUN1283,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income minus debt,GNI_debt_avg,0.5,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN1284,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income minus debt,GNI_debt_avg,0.5,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN1285,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income minus debt,GNI_debt_avg,0.5,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN1286,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income minus debt,GNI_debt_avg,0.6,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN1287,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income minus debt,GNI_debt_avg,0.6,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN1288,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income minus debt,GNI_debt_avg,0.7,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN1289,Cumulative Emissions per capita,GHG_historical_pc,0.2,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.6
RUN1290,Cumulative Emissions per capita,GHG_historical_pc,0.2,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.5
RUN1291,Cumulative Emissions per capita,GHG_historical_pc,0.2,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.4
RUN1292,Cumulative Emissions per capita,GHG_historical_pc,0.2,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.3
RUN1293,Cumulative Emissions per capita,GHG_historical_pc,0.2,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN Index,0.2
RUN1294,Cumulative Emissions per capita,GHG_historical_pc,0.2,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.6,UN Multilateral Engagement Score,UN Index,0.1
RUN1295,Cumulative Emissions per capita,GHG_historical_pc,0.2,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.5
RUN1296,Cumulative Emissions per capita,GHG_historical_pc,0.2,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.4
RUN1297,Cumulative Emissions per capita,GHG_historical_pc,0.2,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.3
RUN1298,Cumulative Emissions per capita,GHG_historical_pc,0.2,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.2
RUN1299,Cumulative Emissions per capita,GHG_historical_pc,0.2,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN Index,0.1
RUN1300,Cumulative Emissions per capita,GHG_historical_pc,0.2,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.4
RUN1301,Cumulative Emissions per capita,GHG_historical_pc,0.2,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.3
RUN1302,Cumulative Emissions per capita,GHG_historical_pc,0.2,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.2
RUN1303,Cumulative Emissions per capita,GHG_historical_pc,0.2,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.1
RUN1304,Cumulative Emissions per capita,GHG_historical_pc,0.2,Gross National Income minus debt,GNI_debt_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN1305,Cumulative Emissions per capita,GHG_historical_pc,0.2,Gross National Income minus debt,GNI_debt_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN1306,Cumulative Emissions per capita,GHG_historical_pc,0.2,Gross National Income minus debt,GNI_debt_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN1307,Cumulative Emissions per capita,GHG_historical_pc,0.2,Gross National Income minus debt,GNI_debt_avg,0.5,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN1308,Cumulative Emissions per capita,GHG_historical_pc,0.2,Gross National Income minus debt,GNI_debt_avg,0.5,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN1309,Cumulative Emissions per capita,GHG_historical_pc,0.2,Gross National Income minus debt,GNI_debt_avg,0.6,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN1310,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.5
RUN1311,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.4
RUN1312,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.3
RUN1313,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.2
RUN1314,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN Index,0.1
RUN1315,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.4
RUN1316,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.3
RUN1317,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.2
RUN1318,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.1
RUN1319,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN1320,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN1321,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN1322,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN1323,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN1324,Cumulative Emissions per capita,GHG_historical_pc,0.3,Gross National Income minus debt,GNI_debt_avg,0.5,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN1325,Cumulative Emissions per capita,GHG_historical_pc,0.4,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.4
RUN1326,Cumulative Emissions per capita,GHG_historical_pc,0.4,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.3
RUN1327,Cumulative Emissions per capita,GHG_historical_pc,0.4,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.2
RUN1328,Cumulative Emissions per capita,GHG_historical_pc,0.4,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.1
RUN1329,Cumulative Emissions per capita,GHG_historical_pc,0.4,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN1330,Cumulative Emissions per capita,GHG_historical_pc,0.4,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN1331,Cumulative Emissions per capita,GHG_historical_pc,0.4,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN1332,Cumulative Emissions per capita,GHG_historical_pc,0.4,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN1333,Cumulative Emissions per capita,GHG_historical_pc,0.4,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN1334,Cumulative Emissions per capita,GHG_historical_pc,0.4,Gross National Income minus debt,GNI_debt_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN1335,Cumulative Emissions per capita,GHG_historical_pc,0.5,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN1336,Cumulative Emissions per capita,GHG_historical_pc,0.5,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN1337,Cumulative Emissions per capita,GHG_historical_pc,0.5,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN1338,Cumulative Emissions per capita,GHG_historical_pc,0.5,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN1339,Cumulative Emissions per capita,GHG_historical_pc,0.5,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN1340,Cumulative Emissions per capita,GHG_historical_pc,0.5,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN1341,Cumulative Emissions per capita,GHG_historical_pc,0.6,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN1342,Cumulative Emissions per capita,GHG_historical_pc,0.6,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN1343,Cumulative Emissions per capita,GHG_historical_pc,0.6,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN1344,Cumulative Emissions per capita,GHG_historical_pc,0.7,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN1345,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.7
RUN1346,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.6
RUN1347,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.5
RUN1348,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.4
RUN1349,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.5,UN Multilateral Engagement Score,UN Index,0.3
RUN1350,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.6,UN Multilateral Engagement Score,UN Index,0.2
RUN1351,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.7,UN Multilateral Engagement Score,UN Index,0.1
RUN1352,Cumulative Emissions per capita,GHG_historical_pc,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.6
